Time,Label,Data
2.798179,"/swerve/setpoint",0.000000
2.798285,"/swerve/output",0.000000
2.798325,"/swerve/steer_enc",6.168441
2.818099,"/swerve/setpoint",0.000000
2.818201,"/swerve/output",0.000000
2.818244,"/swerve/steer_enc",6.076316
2.838139,"/swerve/setpoint",0.000000
2.838240,"/swerve/output",0.000000
2.838280,"/swerve/steer_enc",6.076316
2.858143,"/swerve/setpoint",0.000000
2.858294,"/swerve/output",0.000000
2.858342,"/swerve/steer_enc",6.079812
2.878162,"/swerve/setpoint",0.000000
2.878272,"/swerve/output",0.000000
2.878314,"/swerve/steer_enc",6.168441
2.898085,"/swerve/setpoint",0.000000
2.898194,"/swerve/output",0.000000
2.898236,"/swerve/steer_enc",6.081562
2.918075,"/swerve/setpoint",0.000000
2.918184,"/swerve/output",0.000000
2.918229,"/swerve/steer_enc",6.168441
2.938178,"/swerve/setpoint",0.000000
2.938279,"/swerve/output",0.000000
2.938318,"/swerve/steer_enc",6.164893
2.958229,"/swerve/setpoint",0.000000
2.958331,"/swerve/output",0.000000
2.958370,"/swerve/steer_enc",6.079812
2.978170,"/swerve/setpoint",0.000000
2.978269,"/swerve/output",0.000000
2.978306,"/swerve/steer_enc",6.168441
2.998219,"/swerve/setpoint",0.000000
2.998318,"/swerve/output",0.000000
2.998357,"/swerve/steer_enc",6.079812
3.018131,"/swerve/setpoint",0.000000
3.018238,"/swerve/output",0.000000
3.018278,"/swerve/steer_enc",6.168441
3.038121,"/swerve/setpoint",0.000000
3.038231,"/swerve/output",0.000000
3.038273,"/swerve/steer_enc",6.081562
3.058080,"/swerve/setpoint",0.000000
3.058181,"/swerve/output",0.000000
3.058220,"/swerve/steer_enc",6.081562
3.078110,"/swerve/setpoint",0.000000
3.078215,"/swerve/output",0.000000
3.078254,"/swerve/steer_enc",6.168441
3.098183,"/swerve/setpoint",0.000000
3.098285,"/swerve/output",0.000000
3.098325,"/swerve/steer_enc",6.079812
3.118214,"/swerve/setpoint",0.000000
3.118318,"/swerve/output",0.000000
3.118358,"/swerve/steer_enc",6.083312
3.138221,"/swerve/setpoint",0.000000
3.138383,"/swerve/output",0.000000
3.138433,"/swerve/steer_enc",6.170217
3.158133,"/swerve/setpoint",0.000000
3.158284,"/swerve/output",0.000000
3.158325,"/swerve/steer_enc",6.078064
3.178097,"/swerve/setpoint",0.000000
3.178196,"/swerve/output",0.000000
3.178234,"/swerve/steer_enc",6.085064
3.198119,"/swerve/setpoint",0.000000
3.198226,"/swerve/output",0.000000
3.198265,"/swerve/steer_enc",6.081562
3.218235,"/swerve/setpoint",0.000000
3.218340,"/swerve/output",0.000000
3.218379,"/swerve/steer_enc",6.079812
3.238123,"/swerve/setpoint",0.000000
3.238225,"/swerve/output",0.000000
3.238265,"/swerve/steer_enc",6.081562
3.258080,"/swerve/setpoint",0.000000
3.258189,"/swerve/output",0.000000
3.258232,"/swerve/steer_enc",6.166667
3.278168,"/swerve/setpoint",0.000000
3.278272,"/swerve/output",0.000000
3.278311,"/swerve/steer_enc",6.078064
3.298222,"/swerve/setpoint",0.000000
3.298321,"/swerve/output",0.000000
3.298361,"/swerve/steer_enc",6.085064
3.318137,"/swerve/setpoint",0.000000
3.318248,"/swerve/output",0.000000
3.318287,"/swerve/steer_enc",6.083312
3.338145,"/swerve/setpoint",0.000000
3.338244,"/swerve/output",0.000000
3.338283,"/swerve/steer_enc",6.081562
3.358166,"/swerve/setpoint",0.000000
3.358267,"/swerve/output",0.000000
3.358306,"/swerve/steer_enc",6.079812
3.378412,"/swerve/setpoint",0.000000
3.378513,"/swerve/output",0.000000
3.378551,"/swerve/steer_enc",6.166667
3.398344,"/swerve/setpoint",0.000000
3.398447,"/swerve/output",0.000000
3.398598,"/swerve/steer_enc",6.168441
3.418185,"/swerve/setpoint",0.000000
3.418294,"/swerve/output",0.000000
3.418376,"/swerve/steer_enc",6.085064
3.438076,"/swerve/setpoint",0.000000
3.438219,"/swerve/output",0.000000
3.438263,"/swerve/steer_enc",6.081562
3.458266,"/swerve/setpoint",0.000000
3.458578,"/swerve/output",0.000000
3.458641,"/swerve/steer_enc",6.085064
3.505046,"/swerve/setpoint",0.000000
3.505132,"/swerve/output",0.000000
3.505173,"/swerve/steer_enc",6.164893
3.507793,"/swerve/setpoint",0.000000
3.507866,"/swerve/output",0.000000
3.507906,"/swerve/steer_enc",6.081562
3.518025,"/swerve/setpoint",0.000000
3.518103,"/swerve/output",0.000000
3.518138,"/swerve/steer_enc",6.168441
3.538183,"/swerve/setpoint",0.000000
3.538259,"/swerve/output",0.000000
3.538296,"/swerve/steer_enc",6.079812
3.558284,"/swerve/setpoint",0.000000
3.558361,"/swerve/output",0.000000
3.558397,"/swerve/steer_enc",6.166667
3.578048,"/swerve/setpoint",0.000000
3.578145,"/swerve/output",0.000000
3.578184,"/swerve/steer_enc",6.083312
3.598079,"/swerve/setpoint",0.000000
3.598182,"/swerve/output",0.000000
3.598221,"/swerve/steer_enc",6.168441
3.618068,"/swerve/setpoint",0.000000
3.618170,"/swerve/output",0.000000
3.618209,"/swerve/steer_enc",6.168441
3.638430,"/swerve/setpoint",0.000000
3.638534,"/swerve/output",0.000000
3.638573,"/swerve/steer_enc",6.166667
3.658309,"/swerve/setpoint",0.000000
3.658469,"/swerve/output",0.000000
3.658512,"/swerve/steer_enc",6.083312
